도로명주소,지번주소,위도,경도,상태
대구광역시 동구 동대구로85길 53,대구광역시 동구 신천동 78-2,35.8749752891,128.6242610111,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 동구 팔공로197길 47,대구광역시 동구 백안동 569,35.9561987981,128.6914725767,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 동구 파계로 546,대구광역시 동구 중대동 580-2,35.9791451305,128.6336837109,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 동구 위남로 9,대구광역시 동구 봉무동 1518,35.9272530618,128.6401197123,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구 동구 동내로 120,,,,변환실패(주소미존재)
대구광역시 서구 달서로26길 1,대구광역시 서구 비산동 434-27,35.8733524744,128.5714806794,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 서구 국채보상로 260,대구광역시 서구 평리동 1218-5,35.8710001488,128.5595112928,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 서구 국채보상로 117,대구광역시 서구 이현동 44-35,35.8690469366,128.5439548134,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 서구 고성로 83,대구광역시 서구 원대동3가 1454-3,35.8835306529,128.5754615539,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 서구 달구벌대로 1737,대구광역시 서구 내당동 468-5,35.8573100416,128.5551211284,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 남구 봉덕로 87,대구광역시 남구 봉덕동 554-28,35.8450031674,128.6001954595,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 남구 양지로 100,대구광역시 남구 대명동 2152-7,35.8512415171,128.5790917898,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 남구 대명남로 177,대구광역시 남구 대명동 735-2,35.8358190090,128.5775190205,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 남구 두류공원로 113,대구광역시 남구 대명동 3047-11,35.8461360317,128.5672712567,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 남구 대명남로 55,대구광역시 남구 대명동 1458-3,35.8351456623,128.5642857126,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 북구 오봉로 122,대구광역시 북구 침산동 1055-2,35.8984384960,128.5793668006,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 북구 경진로1길 50,대구광역시 북구 복현동 431-1,35.8944056750,128.6177275341,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 북구 침산로 24,대구광역시 북구 칠성동2가 87,35.8786626016,128.5890028911,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 북구 연암로 114,대구광역시 북구 산격동 840-1,35.8945848496,128.5947208636,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 수성구 고산로 150,대구광역시 수성구 매호동 1325-7,35.8438390660,128.7065150368,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 수성구 청수로 245,대구광역시 수성구 황금동 148-5,35.8410309144,128.6346882351,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 수성구 무열로 111,대구광역시 수성구 만촌동 977-11,35.8682822906,128.6488606020,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 수성구 들안로 54,대구광역시 수성구 두산동 138-8,35.8345144949,128.6171872796,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 수성구 지범로 155,대구광역시 수성구 지산동 1277-16,35.8231202281,128.6371856200,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 수성구 동대구로 313,대구광역시 수성구 범어동 563-8,35.8584874298,128.6250925934,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 수성구 파동로2길 30,대구광역시 수성구 파동 473-4,35.8086061589,128.6212816879,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 월배로 108,대구광역시 달서구 진천동 526-10,35.8142042036,128.5263771161,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 상인서로 36,대구광역시 달서구 상인동 1528-2,35.8140388672,128.5449797596,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 학산로 184,대구광역시 달서구 송현동 500-13,35.8336111015,128.5465891145,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 월성로 69,대구광역시 달서구 월성동 86-2,35.8307952468,128.5280585304,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 갈밭로 51,대구광역시 달서구 대곡동 1094,35.8032529256,128.5287038862,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 선원로 62,대구광역시 달서구 신당동 1749-2,35.8589671169,128.4991481877,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 용산로 212,대구광역시 달서구 용산동 934-5,35.8565290943,128.5309607509,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 구마로39길 83-16,대구광역시 달서구 성당동 836,35.8412200183,128.5470843581,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 야외음악당로 202,대구광역시 달서구 두류동 532-8,35.8533742879,128.5573663452,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 달구벌대로 1327,대구광역시 달서구 이곡동 735-1,35.8512109468,128.5125843266,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 선원로 276,대구광역시 달서구 용산동 499-15,35.8585582165,128.5228010306,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 야외음악당로 280,대구광역시 달서구 두류동 131-26,35.8564233013,128.5647882741,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달서구 달구벌대로 1606,대구광역시 달서구 감삼동 100-8,35.8517525172,128.5423604040,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 가창면 가창로 1076,대구광역시 달성군 가창면 용계리 565-82,35.8006253825,128.6231799420,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 논공읍 논공중앙로33길 7,대구광역시 달성군 논공읍 북리 1-129,35.7303205110,128.4528195096,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 논공읍 비슬로 1788,대구광역시 달성군 논공읍 금포리 1809-1,35.7739852061,128.4212173756,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 구지면 창리로11길 51,대구광역시 달성군 구지면 창리 372-1,35.6593027433,128.4132530160,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 화원읍 비슬로 2480,대구광역시 달성군 화원읍 설화리 1102-1,35.7986897374,128.4899384327,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 화원읍 명천로 100,대구광역시 달성군 화원읍 본리리 56-8,35.8025859498,128.5070903969,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 옥포읍 비슬로 2294,대구광역시 달성군 옥포읍 기세리 146-2,35.7903665085,128.4721521601,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 다사읍 세천로 100,대구광역시 달성군 다사읍 세천리 1689-1,35.8731626132,128.4724847230,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 현풍읍 현풍중앙로 70,대구광역시 달성군 현풍읍 하리 66-1,35.6956319817,128.4451080716,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 유가읍 테크노상업로 99,대구광역시 달성군 유가읍 봉리 599-4,35.6938893935,128.4604620324,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 달성군 하빈면 달구벌대로55길 58-4,대구광역시 달성군 하빈면 동곡리 72-1,35.8760817223,128.4214583130,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 북구 구암로 157,대구광역시 북구 동천동 876-2,35.9318820731,128.5580300919,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 북구 동암로 171,대구광역시 북구 국우동 1099-7,35.9436769460,128.5697470069,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 북구 서변로 62,대구광역시 북구 서변동 1776,35.9213614184,128.5967896503,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대구광역시 북구 한강로 103,대구광역시 북구 금호동 726,35.8964220865,128.5209453947,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 중구 서해대로 399,인천광역시 중구 항동7가 1-28,37.4622849574,126.6320584581,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 동구 송림로 46-1,인천광역시 동구 송림동 229-3,37.4741457801,126.6403033955,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 중구 제물량로 266,인천광역시 중구 북성동2가 13-1,37.4754875987,126.6175928339,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 중구 흰바위로27번길 12,인천광역시 중구 운서동 2792-2,37.4935405885,126.4883562518,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 중구 연안부두로 22,인천광역시 중구 항동7가 60,37.4561332939,126.6031710172,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 옹진군 영흥면 영흥북로 29,인천광역시 옹진군 영흥면 내리 8-21,37.2561128041,126.4992393533,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 옹진군 시도로 61번길 91,,,,변환실패(주소미존재)
인천광역시 옹진군 대청로 7번길 9,,,,변환실패(주소미존재)
인천광역시 옹진군 연평면 연평로137번길 5,인천광역시 옹진군 연평면 연평리 325-125,37.6599481239,125.7005451886,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 옹진군 백령면 백령로278번길 57,인천광역시 옹진군 백령면 진촌리 891-1,37.9737541903,124.7179865616,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 옹진군 덕적면 덕적북로 117번길,,,,변환실패(주소미존재)
인천광역시 중구 마시란로 314-20,인천광역시 중구 남북동 산 94-9,37.4448065811,126.4013259835,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 동구 수문통로 77,인천광역시 동구 송현동 66-775,37.4821633359,126.6369922676,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 중구 참외전로 119,인천광역시 중구 인현동 1-1,37.4759574845,126.6317505223,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 동구 샛골로 195,인천광역시 동구 송현동 12-62,37.4799028190,126.6451828904,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 중구 하늘달빛로 118,인천광역시 중구 중산동 1878-8,37.4887638088,126.5551145614,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 학익소로63번길 92,인천광역시 미추홀구 학익동 52-9,37.4399128562,126.6746514265,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 석정로 24,인천광역시 미추홀구 숭의동 340-7,37.4617555345,126.6429289087,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 숙골로87번길 22,인천광역시 미추홀구 도화동 997-6,37.4700211537,126.6610583492,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 주안로 71,인천광역시 미추홀구 주안동 263-5,37.4644116056,126.6776203157,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 경원대로793번길 5,인천광역시 미추홀구 주안동 1540-1,37.4534845606,126.6892351770,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 소성로 340,인천광역시 미추홀구 문학동 390-1,37.4372427627,126.6849829005,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 인하로 196,인천광역시 미추홀구 주안동 748-1,37.4483957679,126.6696116779,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 용오로 24,인천광역시 미추홀구 용현동 623-10,37.4557560401,126.6380571224,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 미추홀구 경인로 455-1,인천광역시 미추홀구 주안동 954-1,37.4582447206,126.6905541634,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 남동구 만수서로 68,인천광역시 남동구 만수동 1119-2,37.4614325551,126.7336686220,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 남동구 인하로 623,,,,변환실패(주소미존재)
인천광역시 남동구 석산로 176,인천광역시 남동구 간석동 939-1,37.4604633937,126.7117284725,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 남동구 용천로 74,인천광역시 남동구 구월동 24-1,37.4560456433,126.7150678548,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 남동구 석정로552번길 7,인천광역시 남동구 간석동 606-21,37.4655837649,126.6970096606,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 남동구 문화서로49번길 16,인천광역시 남동구 구월동 1121-13,37.4498940752,126.6954109737,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천부평구 마장로251,,,,변환실패(주소미존재)
인천 부평구 배곶로 50 ,,,,변환실패(주소미존재)
인천광역시 부평구 광장로 6,인천광역시 부평구 부평동 404-9,37.4907814341,126.7226309660,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천 부평구 마장로 84,,,,변환실패(주소미존재)
인천시 부평구 안남로 307,,,,변환실패(주소미존재)
인천시 부평구 부영로 33 부평2,,,,변환실패(주소미존재)
인천광역시 서구 완정로 181,인천광역시 서구 왕길동 638-3,37.6023478798,126.6561319679,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 서구 원적로 59,인천광역시 서구 가좌동 212-39,37.4923015225,126.6800753708,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 서구 가정로294번길 23,인천광역시 서구 석남동 465-2,37.5111154285,126.6753492605,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 서구 청라라임로 66,인천광역시 서구 청라동 165-4,37.5334312020,126.6538445068,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 서구 서달로 121,인천광역시 서구 석남동 488-1,37.5094196416,126.6784737337,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 서구 검단로755번길 9,인천광역시 서구 불로동 772-1,37.6130798719,126.6832996520,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 서구 가정로406번길 27,,,,변환실패(주소미존재)
인천광역시 계양구 오조산로 43,인천광역시 계양구 계산동 1083-1,37.5347036793,126.7383247298,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 서구  승학로402번길 ,,,,변환실패(주소미존재)
인천광역시 계양구 안남로554번길 31,인천광역시 계양구 효성동 666-3,37.5324950464,126.7141429055,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 계양구 계양산로 92,인천광역시 계양구 계산동 903-2,37.5475480453,126.7259018233,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 송해면 강화대로 691,인천광역시 강화군 송해면 하도리 312-3,37.7620423589,126.4656354219,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 길상면 온수길36번길 7,인천광역시 강화군 길상면 온수리 508-3,37.6401386225,126.4909685364,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 삼산면 삼산북로 465,인천광역시 강화군 삼산면 석모리 258-3,37.7044774690,126.3216113967,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 교동면 대룡안길54번길 14,인천광역시 강화군 교동면 대룡리 520-3,37.7814393218,126.2811948213,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 서도면 주문도길 58,인천광역시 강화군 서도면 주문도리 823-2,37.6518029293,126.2397112427,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 계양구 장기서로 6,인천광역시 계양구 장기동 130-2,37.5767173591,126.7345737763,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 불은면 강화동로 558,인천광역시 강화군 불은면 두운리 248-4,37.6854114187,126.4797438596,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 계양구 계산천동로19번길 14,인천광역시 계양구 계산동 962-36,37.5391012007,126.7257856535,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 화도면 마니산로 732,인천광역시 강화군 화도면 상방리 801-2,37.6333170124,126.4170878937,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 양도면 강화남로 722,인천광역시 강화군 양도면 하일리 630,37.6638168708,126.4210010815,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 내가면 강화서로 243,인천광역시 강화군 내가면 고천리 784-1,37.7182190559,126.3899531130,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 강화읍 동문안길 17,인천광역시 강화군 강화읍 관청리 437,37.7479316396,126.4864868641,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 선원면 대문고개로 4,인천광역시 강화군 선원면 금월리 548-1,37.7113218502,126.4839241224,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 양사면 전망대로 1381-3,인천광역시 강화군 양사면 교산리 824,37.7987929454,126.4071919799,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 강화군 하점면 강화대로 1186,인천광역시 강화군 하점면 신봉리 산 17-1,37.7729636000,126.4150334765,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 연수구 먼우금로45번길 5,인천광역시 연수구 동춘동 943-2,37.4029269992,126.6692494109,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 연수구 함박뫼로 11-8,인천광역시 연수구 청학동 465-3,37.4187573654,126.6709173463,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 연수구 해돋이로 96,인천광역시 연수구 송도동 3-34,37.3911343054,126.6515877582,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 연수구 선학로 58,인천광역시 연수구 선학동 341,37.4227256176,126.7011823545,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 연수구 송도과학로51번길 70,인천광역시 연수구 송도동 160-3,37.3867833083,126.6693255344,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 부평구 굴포로7번길 43,인천광역시 부평구 갈산동 180-25,37.5136039299,126.7232835501,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
"인천광역시 부평구  부개로 4번길  (구, 부개3동 501-10)",,,,변환실패(주소미존재)
인천광역시 부평구 주부토로 10,인천광역시 부평구 부평동 205-1,37.4961202524,126.7237876287,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 부평구 일신동 60-2,,,,변환실패(주소미존재)
인천광역시 부평구  충선로 49번길 ,,,,변환실패(주소미존재)
인천광역시 남동구 장승남로47번길 7,인천광역시 남동구 만수동 1019-2,37.4438032139,126.7372993580,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 남동구 앵고개로 797,인천광역시 남동구 논현동 739-2,37.3936180187,126.7236426822,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 남동구 남동대로239번길 112,인천광역시 남동구 논현동 450-2,37.4093455900,126.6936002373,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
인천광역시 남동구 독곡로 30,인천광역시 남동구 서창동 558-4,37.4355664263,126.7475966641,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 수완로 63,광주광역시 광산구 수완동 1125,35.1909302918,126.8284666842,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 첨단중앙로106번길 65-15,광주광역시 광산구 월계동 878-2,35.2163109434,126.8464821359,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 사암로106번길 3,광주광역시 광산구 우산동 1053-6,35.1538772636,126.8075954025,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구  사암로 390번길 13-16,,,,변환실패(주소미존재)
광주광역시 광산구 상무대로 93,광주광역시 광산구 도산동 1218-58,35.1290127747,126.7854209416,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 상무대로 342,광주광역시 광산구 신촌동 1097-6,35.1436294838,126.8031356361,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 고봉로 124,광주광역시 광산구 하남동 391-2,35.1847442032,126.7945260293,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 비아중앙로31번길 14,광주광역시 광산구 비아동 90-5,35.2216889154,126.8238276966,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 평동로 790-16,광주광역시 광산구 옥동 242,35.1242077747,126.7597575873,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 동곡로 155,광주광역시 광산구 하산동 139-30,35.0973737106,126.7739134055,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 삼도로 341-3,광주광역시 광산구 도덕동 320-1,35.1632605540,126.7004579965,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 용진로 395,광주광역시 광산구 송치동 405-1,35.1814338581,126.7304359328,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 광산구 하림길 1,광주광역시 광산구 임곡동 454,35.2198391730,126.7451897800,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 동구 예술길 31-5,광주광역시 동구 대의동 15,35.1495308606,126.9195492178,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 동구 양림로119번길 13,광주광역시 동구 학동 103-6,35.1408590193,126.9199241446,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 동구 필문대로 157,광주광역시 동구 산수동 539-29,35.1566171460,126.9320077366,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 동구 남문로 570,광주광역시 동구 소태동 674,35.1221062157,126.9334450564,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 동구 지호로 131,광주광역시 동구 지산동 77-1,35.1494412158,126.9427871856,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 서구 운천로 30,광주광역시 서구 금호동 765,35.1353284034,126.8593959789,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 서구 상무연하로 106,광주광역시 서구 치평동 1203-4,35.1577628673,126.8505490667,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 서구 화운로 160,광주광역시 서구 화정동 785-7,35.1532021062,126.8769434746,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 서구 화정로 316,광주광역시 서구 농성동 630-10,35.1504439093,126.8903288698,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 서구 유림로98번길 6,광주광역시 서구 동천동 610,35.1709275625,126.8644178185,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 서구  염화로134번길 84,,,,변환실패(주소미존재)
광주광역시 서구 풍암1로 33,광주광역시 서구 풍암동 1125-2,35.1243959031,126.8788898358,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 남구 월산로 30,광주광역시 남구 월산동 117-16,35.1410702470,126.9006203525,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 남구 대남대로149번길 8,광주광역시 남구 주월동 1262-10,35.1329708575,126.9086178806,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 남구 화산로 27,광주광역시 남구 진월동 500-36,35.1120674113,126.8997427131,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 남구 천변좌로 410,광주광역시 남구 사동 177-9,35.1429699779,126.9152397108,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 남구 회재로1217번길 7,광주광역시 남구 주월동 90-14,35.1339598079,126.8934636894,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 남구 고싸움로 136,광주광역시 남구 지석동 411-33,35.0802347464,126.8345574225,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 중문로 63,광주광역시 북구 우산동 633-3,35.1782679904,126.9198359878,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 북문대로 240,광주광역시 북구 동림동 1156-1,35.1871147674,126.8661408278,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 군왕로 146,광주광역시 북구 두암동 826-43,35.1741616486,126.9331553345,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 문화소통로 78,광주광역시 북구 용봉동 1417-2,35.1834371712,126.9024981229,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 설죽로 489,광주광역시 북구 일곡동 840-5,35.2030041739,126.8981714192,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 대천로 146,광주광역시 북구 문흥동 996-7,35.1870959974,126.9215437235,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 태봉로 57,광주광역시 북구 신안동 13-7,35.1625689813,126.9050366631,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 본촌마을길102번길 17,광주광역시 북구 본촌동 649,35.2185454491,126.8796906709,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
광주광역시 북구 동문대로 642,광주광역시 북구 망월동 685-1,35.2138834128,126.9488322883,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 중구 보문로162번길 22,대전광역시 중구 대사동 77-57,36.3180650974,127.4270213786,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 중구 중앙로 14,대전광역시 중구 문화동 1-4,36.3225307106,127.4140066063,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 중구 문화로 115-2,대전광역시 중구 유천동 271-15,36.3128543162,127.3983542982,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 중구 보문산로 193,대전광역시 중구 문화동 584-9,36.3060765744,127.4018975242,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 중구 우암로 14-1,대전광역시 중구 선화동 77-16,36.3340605951,127.4211645276,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 중구 대종로 661-1,대전광역시 중구 중촌동 102-4,36.3391123448,127.4125527447,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 동구 동서대로1695번길 54,대전광역시 동구 용전동 68-26,36.3519047717,127.4369714745,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 동구 역전시장길 7,대전광역시 동구 정동 1-286,36.3310328567,127.4338780384,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 동구 우암로 304,대전광역시 동구 가양동 171-4,36.3466462798,127.4493075981,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 동구 대전로 501,대전광역시 동구 천동 68-7,36.3098308215,127.4488006531,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 동구 옥천로 403,대전광역시 동구 비룡동 565,36.3306976819,127.4743038169,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
대전광역시 동구 산내로 1332,대전광역시 동구 낭월동 192-2,36.2822627758,127.4675069615,변환완료(지번주소업데이트;위도업데이트;경도업데이트;)
